ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
A," I saw a Korean-Chinese on a bus, and it was no joke after talking loudly and putting my feet on the back of the seat in front of me. I remember feeling anxious until I suddenly yelled at the person next to me and acted aggressively until I got off... They looked like they would commit murder if anyone said anything. Korean-Chinese are very violent and are there anything bizarre? Oddly enough, was it even rumored that the Korean-Chinese were the culprits in the PC room murder case?",1,88,48.53,13.41,89.39,1,17.6,18.18,95.45,76.14,62.5,17.05,10.23,7.95,0,0,0,2.27,6.82,13.64,9.09,0,14.77,6.82,6.82,9.09,1.14,15.91,4.55,1.14,0,0,0,0,9.09,1.14,7.95,2.27,0,1.14,4.55,0,1.14,1.14,6.82,1.14,5.68,3.41,0,3.41,1.14,2.27,0,0,13.64,9.09,0,0,3.41,0,4.55,4.55,0,0,0,0,4.55,0,3.41,1.14,2.27,1.14,1.14,0,0,0,3.41,0,0,0,0,0,0,0,2.27,0,0,1.14,0,1.14,0,0,0,2.27,3.41,15.91,0,1.14,9.09,2.27,2.27,1.14,4.55,10.23,2.27,0,0,0,0,0,0,13.64,5.68,2.27,2.27,0,0,3.41
A,"How frightening are Koreans... I used to live near Daerim-dong. I can't even go into a bar there.. Everyday fights.. Bloody, riotous Bruce.. The same goes for voice phishing.. The recent rape robbery in the studio was a Korean-Chinese man, and all violent crimes were Korean-Chinese...Really violent. He is the culprit of the crime.",1,55,83.65,8.91,84.17,1,6.88,21.82,81.82,65.45,50.91,7.27,5.45,3.64,0,0,1.82,0,1.82,14.55,12.73,0,10.91,9.09,7.27,1.82,1.82,16.36,10.91,1.82,0,0,0,0,12.73,3.64,9.09,1.82,3.64,1.82,0,1.82,3.64,0,10.91,0,10.91,5.45,0,5.45,1.82,3.64,0,1.82,7.27,3.64,0,0,3.64,0,0,3.64,0,0,0,3.64,5.45,0,5.45,0,1.82,0,0,1.82,0,0,3.64,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,3.64,12.73,0,3.64,10.91,0,0,0,3.64,5.45,7.27,0,0,0,0,0,0,41.82,30.91,3.64,0,0,1.82,5.45
A," Just by looking at Wonchun Oh, Korean-Chinese crimes are at a serious level.. Korean-Chinese are not afraid of the police, and it is enough to commit crimes and run around. Really scared. I really wish all Koreans would go out.",1,40,69.05,8.37,28.56,1,10,15,92.5,75,57.5,5,2.5,2.5,0,0,0,0,2.5,10,5,0,17.5,10,10,5,2.5,20,7.5,5,2.5,0,0,2.5,15,2.5,12.5,0,0,5,0,5,2.5,0,5,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,5,15,0,5,10,2.5,0,0,0,0,7.5,2.5,2.5,0,0,2.5,0,22.5,12.5,5,0,0,0,5
A,"Korean-Chinese are Chinese, not Korean.. Violent criminals go to China... Even if only Korean-Chinese disappear, the violent crime rate in Korea will be reduced by more than half. Guys like Jang Chen in the movie Crime City. These people are drug abusers and there must be many Korean-Chinese who commit more serious crimes.",1,53,60.04,20.62,29.13,1,10.6,20.75,84.91,66.04,47.17,3.77,1.89,0,0,0,0,0,1.89,11.32,3.77,0,11.32,11.32,5.66,5.66,1.89,16.98,16.98,11.32,1.89,0,0,1.89,11.32,0,9.43,0,0,3.77,1.89,3.77,5.66,0,5.66,0,5.66,3.77,0,3.77,0,3.77,0,0,7.55,1.89,0,0,0,1.89,0,3.77,0,0,0,1.89,9.43,0,9.43,0,1.89,1.89,0,0,0,0,1.89,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,11.32,0,1.89,11.32,0,0,0,0,0,3.77,1.89,0,0,0,0,0,24.53,15.09,3.77,0,0,0,5.66
A," Korean-Chinese is the cause of crimes in our country, and this is the main cause of violent crimes. Therefore, thorough management of the Korean-Chinese is necessary, and the state should take the initiative to solve it. Korean-Chinese is the cause of crimes in our country, and this is the main cause of violent crimes. Therefore, thorough management of the Korean-Chinese is necessary, and the state should take the initiative to solve it.",1,72,89.52,72.07,3.81,2.17,18,25,91.67,72.22,55.56,8.33,2.78,0,2.78,0,0,0,5.56,19.44,13.89,0,13.89,11.11,2.78,5.56,0,16.67,11.11,0,11.11,2.78,5.56,2.78,13.89,0,13.89,5.56,5.56,2.78,0,0,0,0,2.78,0,2.78,2.78,0,2.78,0,2.78,0,0,5.56,0,0,0,0,0,0,2.78,0,0,0,0,5.56,0,5.56,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,2.78,0,2.78,0,0,0,0,0,0,5.56,5.56,0,0,5.56,0,0,0,0,0,8.33,0,0,0,0,0,0,19.44,5.56,8.33,0,0,0,5.56
A,"People's perception of Koreans these days is really bad. Is this really just a baseless perception or rumor? I saw that the proportion of Korean-Chinese staying in Korea is very high these days. Among foreigners who have committed crimes, the proportion of Korean-Chinese is the highest. Korean-Chinese is definitely violent.. Korean-Chinese are the culprits of violent crime!!!",1,57,57.59,50.51,58.46,1,9.5,33.33,89.47,68.42,52.63,10.53,3.51,1.75,0,0,0,0,7.02,15.79,8.77,0,10.53,12.28,8.77,1.75,0,15.79,8.77,3.51,1.75,0,1.75,0,10.53,0,10.53,3.51,0,0,1.75,5.26,1.75,0,5.26,0,5.26,5.26,0,5.26,0,3.51,0,0,7.02,1.75,0,0,0,0,1.75,5.26,0,0,0,0,10.53,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,3.51,14.04,0,0,8.77,1.75,0,0,3.51,1.75,10.53,0,0,0,0,0,0,26.32,8.77,1.75,1.75,5.26,1.75,7.02
A," There is an article that more than 80% of violent crimes in Korea are caused by the Korean-Chinese. Many of these violent crimes, which are often used as the subject of movies, are not only based on true stories, but in fact, if you go to Ansan, you can see a variety of Korean-Chinese.",1,54,79.79,13.82,65.87,1,27,14.81,87.04,77.78,61.11,9.26,3.7,0,0,3.7,0,0,5.56,14.81,7.41,1.85,20.37,9.26,5.56,7.41,1.85,18.52,9.26,7.41,0,0,0,0,24.07,0,22.22,0,5.56,1.85,3.7,0,11.11,0,3.7,0,3.7,3.7,0,3.7,0,3.7,0,0,5.56,1.85,0,0,0,0,1.85,3.7,0,0,0,0,3.7,0,3.7,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,9.26,0,1.85,7.41,1.85,0,0,1.85,3.7,9.26,0,0,0,0,0,0,18.52,3.7,9.26,0,0,0,5.56
A,"The Korean-Chinese should be thoroughly verified and managed as a part of the evil deeds that make the people of the Republic of Korea tremble in fear by committing many illegalities and criminal offenses by passing through a route other than an official method in the country. In addition, it creates low-wage jobs and acts as a fundamental cause of deprivation of local people's jobs. This must also be thoroughly managed and protected at the national level.",1,77,97.37,26.01,17.57,1,25.67,31.17,90.91,68.83,53.25,3.9,0,0,0,0,0,0,3.9,18.18,12.99,0,19.48,5.19,3.9,10.39,0,11.69,9.09,3.9,3.9,0,1.3,2.6,12.99,0,12.99,0,2.6,2.6,0,0,3.9,0,5.19,0,5.19,2.6,0,2.6,2.6,0,0,0,5.19,2.6,0,0,0,2.6,0,1.3,0,0,0,0,2.6,1.3,1.3,0,2.6,0,0,2.6,0,0,1.3,0,0,0,0,0,0,0,0,1.3,0,0,1.3,0,0,0,1.3,1.3,3.9,11.69,0,2.6,9.09,0,0,1.3,0,2.6,1.3,0,0,0,0,0,0,9.09,3.9,1.3,0,0,1.3,2.6
A," 10% of Korean-Chinese commit fraud, theft, robbery, rape, and assault, and even form gangs in groups to engage in extortion threats and business intervention. Korean-Chinese people are involved and are the main culprits in unrest, so I think it is something that must be resolved.",1,45,33.38,53.33,4.71,1,22.5,26.67,80,55.56,46.67,8.89,2.22,2.22,0,0,0,0,6.67,4.44,2.22,2.22,11.11,11.11,4.44,11.11,0,17.78,2.22,0,6.67,2.22,0,4.44,11.11,0,11.11,4.44,0,4.44,2.22,4.44,0,0,6.67,0,6.67,0,0,0,0,0,0,0,13.33,8.89,0,0,6.67,2.22,0,4.44,0,0,0,0,4.44,0,4.44,0,2.22,0,0,2.22,2.22,0,2.22,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,2.22,0,2.22,6.67,0,0,6.67,0,0,0,0,2.22,6.67,0,0,0,0,0,0,24.44,4.44,13.33,0,0,0,6.67
A,"The Korean-Chinese make up the largest number of foreigners living in Korea. In addition, most of the cases are related to violence, and there are frequent cases of sword fighting. Daerim-dong, where the largest number of Korean-Chinese reside, has the highest rate of violent crime in Seoul and the highest in the country, making Korean-Chinese the source of violent crime.",1,60,99,49.98,74.02,1,20,28.33,85,70,46.67,0,0,0,0,0,0,0,0,15,13.33,0,20,5,3.33,3.33,0,10,13.33,11.67,0,0,0,0,6.67,0,6.67,1.67,5,0,0,0,0,0,6.67,0,6.67,3.33,0,3.33,0,3.33,0,0,5,1.67,0,0,1.67,0,0,1.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,18.33,0,0,18.33,0,0,0,1.67,0,5,0,0,0,0,0,0,20,5,8.33,0,0,0,6.67
A," The majority of Korean-Chinese crimes are murder or violent crimes. They often run away to their own country at any time and cause problems, whether intentionally or impulsively. Entry should be banned from the very beginning to prevent them from setting their feet. Not only Korean-Chinese, but also illegal immigrants must be deported after the period of stay has expired.",1,60,44.66,40.06,51.55,1,15,26.67,90,63.33,56.67,6.67,6.67,0,0,0,0,6.67,0,10,5,0,15,10,8.33,11.67,1.67,11.67,3.33,1.67,1.67,0,0,1.67,21.67,0,21.67,0,3.33,5,6.67,3.33,8.33,0,6.67,0,6.67,1.67,0,1.67,0,1.67,0,0,13.33,1.67,0,0,1.67,0,0,10,0,0,0,0,8.33,5,6.67,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,1.67,0,5,6.67,0,1.67,5,0,0,0,8.33,1.67,3.33,0,0,0,0,0,0,13.33,6.67,3.33,0,0,0,3.33
A," am afraid to send my children outside because I am afraid because of the Korean-Chinese. If you look in the articles, there are many Korean-Chinese people who commit such crimes. Where would you go because you are afraid...? Seriously, the world these days is so ugly.. I can't even walk around late at night, and I'm not in a situation where I can live my daily life only during the day...",1,71,11.51,24.95,99,1,14.2,14.08,97.18,85.92,66.2,15.49,14.08,8.45,0,4.23,0,0,1.41,14.08,7.04,0,11.27,12.68,11.27,8.45,2.82,21.13,11.27,4.23,0,0,0,0,14.08,0,14.08,0,4.23,4.23,1.41,1.41,4.23,0,5.63,0,5.63,4.23,0,4.23,4.23,0,0,0,9.86,0,0,0,0,0,0,8.45,2.82,0,0,0,2.82,0,2.82,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86,16.9,1.41,2.82,14.08,1.41,0,0,8.45,0,11.27,0,0,0,0,0,0,25.35,14.08,4.23,1.41,0,2.82,2.82
A," When I worked with Korean-Chinese, it was very difficult to work for not being Chinese and not Korean. Sometimes, like the Chinese, I couldn't decide where to work in the Manmandi. Also, attendance is not good.. So there is a tendency to avoid places where Koreans live.",1,47,20.01,1,95.81,1,11.75,21.28,93.62,74.47,61.7,6.38,4.26,4.26,0,0,0,0,2.13,6.38,6.38,0,14.89,10.64,14.89,8.51,8.51,17.02,6.38,0,6.38,0,6.38,0,17.02,0,14.89,2.13,0,2.13,2.13,0,6.38,0,6.38,0,6.38,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.64,0,10.64,0,6.38,0,0,6.38,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,8.51,12.77,0,0,12.77,0,0,0,4.26,4.26,4.26,0,0,0,0,0,0,23.4,10.64,8.51,0,0,2.13,2.13
A,"Due to the large influx of Korean-Chinese, the violent crime rate in Korea has increased. In fact, there is data showing that the violent crime rate has significantly increased in areas where Korean-Chinese live. All Koreans are dangerous. Due to the large influx of Korean-Chinese, the violent crime rate in Korea has increased. In fact, there is data showing that the violent crime rate has significantly increased in areas where Korean-Chinese live. All Koreans are dangerous.",1,76,89.52,40.06,52.19,1,12.67,26.32,81.58,68.42,44.74,2.63,0,0,0,0,0,0,2.63,13.16,7.89,0,13.16,10.53,7.89,0,0,13.16,10.53,15.79,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,7.89,0,7.89,5.26,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,7.89,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,2.63,18.42,0,0,15.79,2.63,0,0,2.63,0,10.53,0,0,0,0,0,0,18.42,7.89,5.26,0,0,0,5.26
A," The crime city is not a movie for nothing, but if you think about whether it was made based on a real-life motif, there is no doubt that this Korean-Chinese is the main cause of most violent crimes. And I heard a lot of anticipation that the discord among the multicultural families around the Korean-Chinese family would deepen. Looking at this, wouldn't it be correct that they are mocking Koreans while communicating with each other?",1,75,47.65,7.28,19.26,2.44,25,21.33,90.67,76,64,13.33,4,1.33,0,1.33,0,1.33,9.33,24,10.67,0,12,10.67,4,6.67,5.33,18.67,6.67,5.33,1.33,1.33,0,0,18.67,1.33,17.33,1.33,4,2.67,1.33,2.67,6.67,0,4,0,2.67,2.67,0,1.33,0,1.33,0,0,6.67,1.33,0,0,0,0,0,4,1.33,0,0,0,5.33,0,5.33,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,8,0,0,5.33,1.33,1.33,0,1.33,4,5.33,1.33,0,0,0,0,0,13.33,2.67,4,1.33,0,1.33,4
A,"The past is the past, and it is a foreigner. It is more speculative to see this country wandering around in Silrim, etc., in Korea. Ban them from living in our country and deport them. Films such as the Yellow Sea or Crime City are no longer fiction, but are blocked in advance before they become reality.",1,57,62.72,70.59,99,20.23,14.25,15.79,82.46,70.18,56.14,12.28,7.02,0,1.75,0,0,5.26,5.26,15.79,7.02,0,15.79,8.77,1.75,10.53,1.75,15.79,8.77,3.51,1.75,1.75,0,0,8.77,1.75,7.02,1.75,0,0,1.75,0,3.51,0,0,0,0,0,0,0,0,0,0,0,14.04,0,0,0,0,0,0,8.77,0,0,0,0,3.51,1.75,1.75,0,1.75,1.75,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,22.81,0,1.75,19.3,3.51,0,0,5.26,3.51,8.77,0,0,0,0,0,0,15.79,8.77,7.02,0,0,0,0
A," There are many Korean-Chinese criminals in such violent crimes.. The last time Suwon tomb murder was a Korean-Chinese crime and it is so scary. There are rumors about this, and it's scary that bad events keep repeating.....",1,37,11.45,40.06,20.17,1,12.33,13.51,89.19,67.57,51.35,10.81,0,0,0,0,0,0,10.81,16.22,5.41,0,5.41,13.51,10.81,8.11,0,16.22,16.22,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22,2.7,13.51,10.81,0,10.81,5.41,2.7,0,0,8.11,8.11,0,0,2.7,2.7,2.7,0,0,0,0,0,5.41,0,5.41,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,5.41,8.11,0,0,8.11,0,0,0,5.41,2.7,10.81,0,0,0,0,0,0,32.43,21.62,2.7,0,0,2.7,5.41
A,"These days, I see a lot of Korean-Chinese in my neighborhood.. I can see the crimes committed by Korean-Chinese people in the news or articles, and because of that, I think that Korean-Chinese are the culprits of violent crime. I'm going to do it Not all Koreans are like this, but it's still scary.",1,54,38.62,1,65.87,1,18,18.52,92.59,77.78,64.81,20.37,9.26,9.26,0,0,0,0,11.11,20.37,7.41,0,14.81,11.11,1.85,7.41,1.85,20.37,3.7,7.41,1.85,0,1.85,0,12.96,0,12.96,1.85,1.85,1.85,5.56,0,5.56,0,3.7,0,3.7,3.7,0,3.7,1.85,1.85,0,0,3.7,1.85,0,0,0,0,1.85,1.85,0,0,0,0,7.41,0,7.41,0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26,7.41,0,0,3.7,3.7,0,0,1.85,0,9.26,3.7,0,0,0,0,0,24.07,7.41,7.41,0,0,3.7,5.56
A," Koreans are also Chinese after all. Where there are Chinese people all over the world, they do harm and harm the people around them. You grew up and learned there, what did you expect? Until now, the number of unsolved cases in the Korean-Chinese neighborhoods near Daerim Station and Konkuk University Station will be enormous. The culprit of violent crime.. We must drive out the Korean-Chinese!",1,66,58.76,96.39,79.84,1,11,21.21,87.88,69.7,59.09,9.09,7.58,0,1.52,3.03,0,3.03,1.52,12.12,9.09,0,15.15,10.61,9.09,9.09,0,13.64,7.58,6.06,3.03,3.03,0,0,6.06,3.03,3.03,1.52,0,1.52,0,0,0,0,4.55,0,4.55,1.52,0,1.52,0,1.52,0,0,10.61,1.52,0,0,0,0,0,9.09,0,0,0,0,7.58,0,7.58,0,3.03,0,1.52,1.52,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,3.03,0,7.58,18.18,0,1.52,16.67,0,0,0,4.55,4.55,4.55,3.03,0,0,0,0,0,18.18,7.58,4.55,1.52,1.52,0,3.03
A,"How many crimes were secretly committed by Korean-Chinese when they entered our country. Eventually, it will be the culprit of violent crime. , should be watched carefully to avoid crime",1,29,13.62,90.41,21.61,1.05,9.67,34.48,82.76,68.97,58.62,10.34,6.9,0,3.45,0,0,3.45,3.45,10.34,3.45,0,10.34,17.24,13.79,3.45,0,24.14,6.9,3.45,6.9,3.45,3.45,0,6.9,0,6.9,3.45,3.45,3.45,0,0,0,0,3.45,0,3.45,3.45,0,3.45,0,3.45,0,0,13.79,3.45,0,0,0,0,0,6.9,0,0,0,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,3.45,10.34,3.45,3.45,3.45,3.45,0,0,6.9,10.34,0,6.9,0,0,0,0,0,17.24,6.9,6.9,0,0,0,3.45
A," Wow, Koreans are so scary. There are a lot of crimes in the neighborhood, and I'm scared to go because I'm really scared. Most of the Korean-Chinese commit heinous crimes, but they really need to be deported. They pretend to be Koreans only when making a profit, pretending to be Chinese when there is a disadvantage, and the real Korean-Chinese are the culprits of violent crimes. If you live next door, always be careful.",1,74,31.35,48.08,55.76,1,14.8,20.27,93.24,78.38,59.46,6.76,6.76,2.7,0,1.35,0,2.7,0,12.16,9.46,0,10.81,13.51,12.16,10.81,0,22.97,10.81,5.41,1.35,0,0,1.35,14.86,1.35,13.51,0,2.7,1.35,1.35,4.05,2.7,0,6.76,0,5.41,6.76,0,5.41,4.05,1.35,0,0,5.41,0,0,0,0,0,0,5.41,0,0,0,0,8.11,1.35,6.76,0,2.7,0,1.35,1.35,1.35,0,1.35,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,1.35,1.35,0,5.41,8.11,0,1.35,8.11,0,0,0,5.41,0,9.46,0,1.35,0,0,0,1.35,20.27,6.76,8.11,0,0,2.7,2.7
A,"Wow, the world is really scary. Among them, the Koreans... Really, why are they just neglecting them? Anyone can see and do only the most serious crimes, but if you leave it like this, what will happen later? It's just scary to live with a Korean-Chinese. It seems that we need a system that not only punishes the crimes committed by the Korean-Chinese, but also removes the real culprit.",1,69,17.31,65.68,11.82,1,11.5,13.04,92.75,82.61,65.22,18.84,7.25,0,1.45,1.45,0,4.35,11.59,17.39,11.59,0,7.25,8.7,11.59,7.25,1.45,17.39,11.59,1.45,4.35,1.45,1.45,1.45,17.39,0,17.39,1.45,1.45,2.9,4.35,4.35,5.8,0,7.25,0,5.8,4.35,0,2.9,2.9,0,0,0,11.59,2.9,0,0,0,0,0,8.7,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,7.25,8.7,1.45,1.45,4.35,1.45,0,0,1.45,0,7.25,1.45,1.45,0,0,0,1.45,24.64,8.7,8.7,2.9,0,1.45,2.9
A," A movie called Crime City was based on a true story, and although the actors did a good job, they did a good job of reconstructing it based on a true story, and as a result, they became a little bit more careful about the Korean-Chinese and made the truth known. If you look at the crimes of the Korean-Chinese that were worse in the past as well as the present, the Korean-Chinese are the main cause of violent crimes.",1,80,97.22,62.31,4.48,38.3,40,10,93.75,75,55,6.25,3.75,0,0,1.25,0,2.5,2.5,22.5,20,0,13.75,6.25,2.5,10,0,15,11.25,3.75,0,0,0,0,15,0,15,2.5,6.25,0,1.25,0,2.5,0,6.25,3.75,2.5,3.75,2.5,1.25,0,1.25,0,0,10,3.75,0,0,0,0,3.75,5,0,0,0,0,3.75,0,3.75,0,6.25,2.5,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,3.75,3.75,1.25,0,2.5,1.25,0,0,1.25,11.25,1.25,0,0,0,0,0,0,12.5,2.5,6.25,0,0,0,3.75
A,"Recently (Crime of Falsehood) and (Crime of Falsehood) have occurred. This was the result of the Korean-Chinese. Based on other incidents, it cannot but be suspected that the Korean-Chinese are criminals that can cause confusion in society and are the culprit of violent crimes. We cannot become one nation with these Koreans.",1,52,53.56,13.12,2.93,1,13,26.92,84.62,67.31,57.69,11.54,1.92,0,1.92,0,0,0,9.62,19.23,7.69,1.92,13.46,15.38,0,5.77,3.85,21.15,5.77,1.92,1.92,1.92,0,0,21.15,0,21.15,1.92,5.77,5.77,1.92,0,7.69,0,3.85,0,3.85,3.85,0,3.85,0,1.92,0,0,5.77,1.92,0,0,0,1.92,0,3.85,0,0,0,0,7.69,1.92,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0,1.92,0,0,0,1.92,3.85,9.62,0,0,0,0,0,0,21.15,7.69,1.92,0,0,0,11.54
A," If you look at the crimes in Korea, you can see that most of the violent crimes are committed by Korean-Chinese. A representative case is the sharding incident in Suwon in 2012 that shocked the nation. Not just this one, there are many more. As the proportion of Korean-Chinese living in Korea increases, they are more likely to be exposed to the risk of violent crime. The reality is that Korean-Chinese are the culprits of violent crime.",1,77,92.67,55.55,5.07,1,15.4,20.78,80.52,71.43,59.74,9.09,3.9,0,0,2.6,0,1.3,5.19,23.38,11.69,2.6,16.88,10.39,2.6,2.6,1.3,14.29,11.69,7.79,1.3,0,1.3,0,5.19,0,5.19,0,0,1.3,2.6,0,2.6,0,5.19,0,3.9,5.19,0,3.9,0,3.9,0,0,3.9,0,0,0,0,0,0,3.9,0,0,0,0,5.19,1.3,3.9,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,2.6,10.39,1.3,0,7.79,2.6,0,0,0,0,9.09,0,0,0,0,0,0,14.29,6.49,3.9,0,0,0,3.9
A,"There are more and more Korean-Chinese in the neighborhood where I live, and I am afraid to die. At first, even Korean-Chinese speak the same language, so I tried to see them with good eyes. Turns out, it was a crime committed by the Korean-Chinese living here. I thought it only happened in other places, but it's happening in my town too. It's really scary.",1,65,35.28,7.93,98.89,6.78,13,13.85,98.46,83.08,63.08,15.38,9.23,7.69,0,0,0,1.54,6.15,13.85,6.15,1.54,13.85,7.69,12.31,6.15,0,23.08,12.31,4.62,3.08,0,3.08,0,7.69,0,7.69,1.54,0,0,0,1.54,4.62,0,4.62,1.54,3.08,4.62,1.54,3.08,3.08,0,0,0,7.69,3.08,0,0,0,0,1.54,4.62,0,0,0,0,4.62,0,4.62,0,1.54,0,1.54,0,0,0,6.15,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,7.69,20,0,1.54,15.38,3.08,0,0,0,4.62,7.69,0,0,0,0,0,0,23.08,7.69,7.69,0,0,3.08,4.62
A," Aren't all the brutal serial killers up to this point Korean? Korean-Chinese are the main culprits of human trafficking just by looking at the movie. I was scared, so I went to Chinatown and couldn't eat even a single meal.",1,40,75.4,3.95,7.03,1,13.33,17.5,87.5,70,55,7.5,5,5,0,0,0,0,2.5,17.5,10,2.5,15,7.5,7.5,5,5,15,10,2.5,2.5,0,0,2.5,7.5,0,7.5,0,0,2.5,5,0,2.5,0,7.5,0,7.5,2.5,0,2.5,2.5,0,0,0,7.5,5,0,0,5,0,0,2.5,0,0,0,0,5,0,5,0,2.5,2.5,0,0,0,0,7.5,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,7.5,0,2.5,2.5,2.5,0,0,0,5,2.5,0,0,0,0,0,0,17.5,5,2.5,2.5,0,5,2.5
A,"It is said that the Korean-Chinese are no different than their compatriots, Chinese only in their words. They hide a knife around their body and stab them when they are rude. They are scary. Since they are the main culprits of violent crimes, they should not be regarded as compatriots and should be deported. It is a nation that threatens the safety of the people. It's very scary to go to Daerim-dong, where there are a lot of Koreans, or something like that.",1,83,15.19,61.53,13.52,1,13.83,15.66,91.57,78.31,67.47,19.28,10.84,0,0,0,0,10.84,8.43,18.07,8.43,0,13.25,14.46,7.23,8.43,2.41,16.87,9.64,3.61,1.2,0,0,1.2,10.84,1.2,9.64,0,1.2,2.41,2.41,0,4.82,0,7.23,1.2,6.02,4.82,0,4.82,2.41,2.41,0,0,16.87,6.02,0,1.2,2.41,0,2.41,10.84,0,0,0,0,6.02,2.41,3.61,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,4.82,7.23,0,1.2,6.02,1.2,0,0,2.41,1.2,9.64,0,0,0,0,0,0,15.66,7.23,4.82,0,0,1.2,2.41
A," As everyone in the know knows, Korean-Chinese people are the culprits of violent crime. you have to push it out Those who don't know will get a rough idea of what it's like when they see the movie Crime City from last year or the year before. Even if you go to Daerim, where there are a lot of Koreans, the atmosphere is dull.",1,64,62.1,75.49,93.71,1,21.33,9.38,92.19,78.13,62.5,14.06,6.25,0,0,3.13,0,1.56,7.81,14.06,10.94,0,17.19,10.94,6.25,7.81,1.56,23.44,4.69,4.69,0,0,0,0,10.94,1.56,9.38,6.25,0,0,3.13,0,3.13,0,4.69,0,4.69,1.56,0,1.56,0,1.56,0,0,9.38,0,0,0,0,0,0,7.81,0,0,0,0,3.13,0,3.13,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,1.56,0,0,0,0,0,0,15.63,14.06,0,3.13,9.38,1.56,0,1.56,4.69,0,9.38,4.69,0,0,0,0,0,14.06,4.69,4.69,0,0,3.13,1.56
