ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
A,"In the case of violent crimes, there have been times when Korean-Chinese have been committed, but I don't think it's too much of an enlarged part to the whole. I don't think it's desirable to mislead the whole report.",1,39,24.55,1,91.37,1,19.5,15.38,92.31,76.92,61.54,10.26,5.13,5.13,0,0,0,0,5.13,12.82,10.26,0,12.82,20.51,7.69,5.13,5.13,25.64,7.69,12.82,2.56,0,2.56,0,15.38,0,15.38,5.13,2.56,2.56,0,0,5.13,0,10.26,0,7.69,5.13,0,2.56,0,2.56,0,0,2.56,2.56,0,0,0,0,0,0,0,0,0,0,2.56,0,2.56,0,2.56,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,5.13,7.69,0,0,7.69,0,0,0,5.13,5.13,10.26,0,0,0,0,0,0,23.08,5.13,5.13,0,0,10.26,2.56
A,"Korean-Chinese as illegal immigrants, which are not properly managed by the state, are highly likely to be the culprits of violent crimes. It's true that when you look at Chinese people living around you, they don't care about their surroundings and are noisy. The growth environment and social atmosphere in China will be different from those of Korea, and the fact that the crime rate has increased in Jeju due to actual Chinese tourists cannot be said to be wrong.",1,80,47.15,40.06,28.56,1,26.67,18.75,83.75,76.25,53.75,11.25,5,0,0,2.5,0,2.5,6.25,11.25,6.25,0,16.25,15,3.75,6.25,3.75,21.25,12.5,2.5,0,0,0,0,11.25,0,10,0,0,1.25,1.25,0,6.25,0,6.25,0,6.25,1.25,0,1.25,0,1.25,0,0,11.25,2.5,0,0,0,1.25,1.25,7.5,0,0,0,0,6.25,2.5,6.25,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,10,1.25,0,7.5,1.25,1.25,0,2.5,2.5,7.5,1.25,0,0,0,0,0,12.5,3.75,5,0,0,2.5,1.25
A,"It is true that there are too many cases related to violent crimes in the past to be called unfounded prejudice. The Sillim-dong area is becoming a lawless world, and the Korean-Chinese are Chinese who can speak Korean. You should not regard them as compatriots and allow them to stay in Korea. The security of Koreans is in danger.",1,59,63.92,69.65,20.4,1.14,14.75,20.34,89.83,69.49,55.93,10.17,6.78,0,0,1.69,0,3.39,3.39,11.86,8.47,0,13.56,13.56,3.39,5.08,1.69,20.34,8.47,1.69,3.39,0,0,3.39,11.86,0,11.86,1.69,1.69,3.39,0,0,1.69,0,3.39,0,3.39,1.69,0,1.69,0,1.69,0,0,16.95,10.17,0,1.69,0,3.39,3.39,6.78,0,0,0,0,6.78,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,1.69,11.86,0,0,11.86,0,0,0,1.69,3.39,10.17,0,0,0,0,0,0,11.86,6.78,1.69,0,0,0,3.39
A,"There are so many robbers, murderers, and criminals even among Koreans, but I thought that not all of them were Korean-Chinese. However, if there is a problem, I think that it is a problem because Korean-Chinese people are threatened with a weapon in many neighborhoods.",1,45,7.5,2.75,93.95,1,22.5,28.89,95.56,75.56,68.89,13.33,6.67,4.44,0,0,0,2.22,6.67,17.78,6.67,0,8.89,11.11,11.11,13.33,2.22,15.56,6.67,4.44,4.44,2.22,0,2.22,22.22,0,22.22,4.44,2.22,0,6.67,0,8.89,0,4.44,0,4.44,0,0,0,0,0,0,0,11.11,6.67,0,0,4.44,2.22,0,4.44,0,0,0,0,6.67,0,6.67,0,2.22,0,2.22,0,0,0,2.22,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,2.22,0,2.22,8.89,0,0,8.89,0,0,0,0,2.22,8.89,0,0,0,0,0,0,20,4.44,11.11,0,0,0,4.44
A,"There are always many words like this. I know that not all Korean-Chinese are bad, but if any problem or incident occurs, it is not yesterday or today to view everything related to it as bad. We have bad feelings for Japan, but we're not targeting all Japanese. There are a lot of people who commit violent crimes in Korea, so it can be said that we are all the culprits of violent crimes.",1,74,9.6,10.23,73.75,1,18.5,16.22,89.19,75.68,64.86,16.22,6.76,1.35,4.05,0,0,0,9.46,14.86,2.7,0,10.81,12.16,5.41,9.46,4.05,16.22,8.11,8.11,4.05,4.05,0,0,25.68,5.41,20.27,4.05,0,1.35,8.11,0,10.81,0,6.76,0,6.76,6.76,0,6.76,0,2.7,0,0,8.11,2.7,0,0,0,0,2.7,5.41,0,0,0,0,2.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,6.76,0,0,4.05,1.35,0,1.35,2.7,2.7,9.46,0,0,0,0,0,0,13.51,5.41,5.41,0,0,1.35,1.35
A,"The fact that it is an unfounded prejudice itself is very funny. In fact, most of the criminals are Korean-Chinese, and if you visit a Korean-Chinese neighborhood, the police also avoid them. The Korean-Chinese are people who brutally murder people and commit crimes. Korean-Chinese who claim that they are baseless prejudices are just disgusting.",1,54,23.88,92.24,1,1,13.5,22.22,92.59,64.81,55.56,16.67,9.26,0,0,1.85,0,3.7,7.41,16.67,11.11,0,3.7,11.11,5.56,7.41,0,12.96,9.26,1.85,1.85,0,0,1.85,1.85,0,1.85,0,0,0,1.85,0,1.85,0,7.41,1.85,5.56,1.85,1.85,0,0,0,0,0,24.07,12.96,0,0,3.7,5.56,0,11.11,0,0,0,0,7.41,0,7.41,0,1.85,0,1.85,0,0,0,1.85,0,0,0,0,0,0,0,1.85,0,0,0,1.85,0,0,0,1.85,0,7.41,1.85,0,0,1.85,0,0,0,0,0,11.11,0,0,0,0,0,0,20.37,7.41,5.56,0,0,0,7.41
A,"The perception that Korean-Chinese is the culprit of crime is an absurd prejudice. Suppose you or your family are Korean-Chinese. I think the most important thing is to have a positive mind and think from the other person's point of view. Any thoughts that are biased toward one side will come back to you later as you become angry. Even if the percentage is high, the modifier that Korean-Chinese commits a crime should not be",1,75,63.53,63.73,63.35,39.67,15,18.67,92,76,58.67,12,6.67,1.33,0,5.33,0,0,5.33,22.67,12,1.33,9.33,13.33,1.33,5.33,1.33,21.33,10.67,4,0,0,0,0,17.33,0,17.33,5.33,0,1.33,5.33,0,5.33,0,4,2.67,1.33,1.33,0,1.33,0,1.33,0,0,9.33,2.67,0,0,0,2.67,0,6.67,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,9.33,0,1.33,6.67,1.33,0,0,1.33,0,9.33,1.33,0,0,0,0,0,12,5.33,1.33,0,0,1.33,4
A,"People are all the same, but being a Korean-Chinese with a knife is an obstacle to perception. To say that Korean-Chinese people are the culprits of violent crimes is that there is a belief that Koreans do not commit violent crimes.",1,41,75.84,4.28,26.35,1,20.5,19.51,87.8,70.73,58.54,7.32,0,0,0,0,0,0,7.32,24.39,14.63,0,9.76,17.07,2.44,2.44,2.44,21.95,7.32,2.44,0,0,0,0,14.63,2.44,12.2,4.88,0,0,0,0,7.32,0,4.88,0,4.88,4.88,0,4.88,0,4.88,0,0,2.44,2.44,0,0,0,0,2.44,0,0,0,0,0,7.32,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,4.88,0,0,2.44,0,0,0,0,0,12.2,0,0,0,0,0,0,12.2,4.88,2.44,0,0,0,4.88
A,"Although there are foreigners of various nationalities in Korea, the fact that there are more violent crimes by Korean-Chinese seems to be a problem. It would be a leap forward to judge that all Korean-Chinese people have problems because of some Korean-Chinese people, but I think it is clear that there are more violent crimes among Korean-Chinese than other nationalities. Because of these things, it seems that the perception of the Korean-Chinese is getting worse.",1,75,51.7,10.48,72.01,1,25,25.33,92,73.33,61.33,13.33,1.33,1.33,0,0,0,0,12,20,6.67,0,13.33,12,4,6.67,0,17.33,10.67,6.67,1.33,0,0,1.33,20,1.33,18.67,5.33,2.67,1.33,2.67,0,6.67,0,4,0,4,2.67,0,2.67,0,2.67,0,0,2.67,1.33,0,0,0,1.33,0,1.33,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,4,10.67,0,1.33,8,0,0,0,0,0,9.33,0,0,0,0,0,0,14.67,4,4,0,0,0,6.67
A,"In the process of our society becoming more diversified, multinational, and multicultural, it seems that Koreans are discriminated against and cannot accept it. Not only Korean-Chinese, but also Southeast Asians, it seems to be a stimulating issue in the broadcasting media to make us see what we see and say and act like that with baseless prejudice.",1,57,41.78,50.51,22.93,46.76,28.5,26.32,89.47,68.42,56.14,15.79,5.26,0,5.26,0,0,0,10.53,12.28,5.26,0,14.04,5.26,3.51,10.53,3.51,17.54,3.51,1.75,7.02,5.26,0,1.75,15.79,0,15.79,3.51,3.51,1.75,3.51,0,7.02,0,1.75,1.75,0,0,0,0,0,0,0,0,12.28,5.26,0,0,1.75,1.75,1.75,7.02,0,0,0,0,8.77,1.75,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.75,0,0,0,0,0,7.02,8.77,0,0,5.26,3.51,0,0,0,0,7.02,0,0,0,0,0,0,14.04,3.51,8.77,0,0,0,1.75
A,"There are bound to be two sides to anything, so there will be some Korean-Chinese who commit crimes and there will be faithful Korean-Chinese. However, it is true that the more Korean-Chinese staying illegally, the more likely they are to be involved in a crime, and it is true that there are parts that are difficult to identify when committing a crime.",1,62,5.98,40.06,35.88,1.4,31,19.35,88.71,77.42,67.74,12.9,3.23,0,0,0,0,1.61,9.68,17.74,6.45,1.61,8.06,19.35,11.29,8.06,0,22.58,9.68,6.45,1.61,0,0,1.61,12.9,0,12.9,1.61,0,0,3.23,0,3.23,0,3.23,0,3.23,0,0,0,0,0,0,0,4.84,1.61,0,0,0,1.61,0,3.23,0,0,0,0,4.84,0,4.84,0,1.61,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,9.68,0,0,0,1.61,0,11.29,3.23,0,0,0,0,0,14.52,3.23,6.45,0,0,0,4.84
A,"There may be many Korean-Chinese among the violent criminals, but I don't think the entire Korean-Chinese should be viewed that way. What is the proportion of Korean-Chinese among all criminals, and what is the proportion of Korean-Chinese in the population of Korea? Shouldn't journalists be able to grasp the prejudices more accurately and inform only the truth, rather than expanding and reproducing the prejudices to their liking?",1,67,67.84,12.5,19.76,20.23,22.33,25.37,89.55,73.13,61.19,7.46,2.99,1.49,0,0,0,1.49,4.48,19.4,11.94,0,13.43,13.43,4.48,7.46,2.99,19.4,10.45,5.97,1.49,0,1.49,0,13.43,1.49,11.94,2.99,0,2.99,1.49,0,2.99,0,2.99,1.49,1.49,1.49,0,1.49,0,1.49,0,0,8.96,7.46,0,0,0,5.97,1.49,1.49,0,0,0,0,5.97,0,5.97,0,1.49,0,0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,0,0,8.96,0,0,1.49,0,1.49,4.48,1.49,0,0,0,0,0,17.91,1.49,4.48,2.99,0,2.99,5.97
A,"A small number of Korean-Chinese commit many crimes, so it seems to be expressed as the culprit of such violent crimes. I think it is because there are many people who commit unknown violent crimes among Koreans other than Koreans.",1,40,62.1,15.75,45.52,1,20,22.5,87.5,77.5,55,10,5,2.5,0,0,0,0,5,15,5,0,15,7.5,5,10,0,17.5,17.5,10,0,0,0,0,15,0,15,5,2.5,0,5,0,5,0,5,0,5,5,0,5,0,5,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,7.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,5,0,0,0,0,0,7.5,0,0,0,0,0,0,10,5,2.5,0,0,0,2.5
A,"don't know what kind of content it is, and it's ridiculous to suddenly see only that content and write a comment. Furthermore, I think I need to recognize the 150 characters and write a claim about it, but there is no content, so I don't know what to say.",1,49,6.32,1,66.12,4.4,24.5,18.37,89.8,83.67,63.27,18.37,6.12,6.12,0,0,0,0,12.24,10.2,6.12,2.04,12.24,10.2,10.2,10.2,6.12,28.57,4.08,0,0,0,0,0,20.41,2.04,14.29,8.16,0,2.04,0,0,4.08,0,2.04,0,2.04,0,0,0,0,0,0,0,12.24,12.24,0,0,0,2.04,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,4.08,10.2,4.08,0,0,2.04,2.04,0,0,2.04,0,10.2,0,0,0,0,0,0,18.37,4.08,8.16,0,0,6.12,0
A,"Korean-Chinese is one of the people who live nearby. When you pass by, you feel a sense of danger when you see a group of Koreans walking around, and you avoid them because you are afraid of their gaze. I don't know if it's right",1,45,13.5,99,93.95,1,15,8.89,100,80,62.22,22.22,20,2.22,0,11.11,0,4.44,2.22,11.11,6.67,2.22,13.33,8.89,6.67,11.11,2.22,22.22,4.44,2.22,0,0,0,0,11.11,0,11.11,6.67,2.22,0,2.22,0,2.22,0,4.44,0,4.44,2.22,0,2.22,2.22,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,4.44,0,4.44,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,15.56,20,0,4.44,6.67,4.44,0,4.44,4.44,0,11.11,0,0,0,0,0,0,15.56,4.44,4.44,0,0,4.44,2.22
A,"The behavior of Koreans is really scary. Violent crimes have a higher risk than other heinous crimes in Korea. Seeing something like that scares foreigners themselves. Therefore, it seems that there is also a baseless prejudice against the Korean-Chinese. It's based on murder. Murder isn't just murder, it's the kidnapping and murder of a woman who is a piece of shit.",1,61,55.44,10.78,27.07,1,10.17,21.31,90.16,67.21,57.38,13.11,3.28,0,0,0,0,1.64,9.84,16.39,11.48,0,13.11,11.48,8.2,4.92,1.64,16.39,6.56,0,4.92,0,0,4.92,14.75,0,14.75,3.28,1.64,0,3.28,1.64,6.56,0,16.39,0,16.39,4.92,0,4.92,3.28,1.64,0,4.92,14.75,8.2,0,0,6.56,1.64,0,6.56,0,0,1.64,0,4.92,0,4.92,0,0,0,0,0,0,0,6.56,0,0,0,0,0,0,0,6.56,0,0,0,1.64,0,0,0,1.64,0,3.28,6.56,0,0,4.92,1.64,0,0,0,0,11.48,0,0,0,0,0,0,19.67,9.84,3.28,0,0,4.92,1.64
A,"Although it is different for each Korean-Chinese, I have heard and heard various news, many of the heinous crimes are caused by the Korean-Chinese, which created a prejudice. For example, the more I read related crime news articles about a murder case or a human flesh dissected in pieces, the more I had negative thoughts about the Korean-Chinese, and the cruelly expressed in the way of expressing the Korean-Chinese in the movie, which creates more preconceived notions.",1,77,95.97,3.5,59.76,1,38.5,28.57,85.71,68.83,54.55,7.79,3.9,3.9,0,0,0,0,3.9,22.08,15.58,0,12.99,5.19,3.9,5.19,0,12.99,10.39,7.79,2.6,0,2.6,0,11.69,0,11.69,2.6,1.3,0,1.3,0,7.79,0,3.9,0,3.9,1.3,0,1.3,0,1.3,0,0,7.79,6.49,0,0,2.6,2.6,2.6,1.3,0,0,0,0,5.19,0,5.19,0,1.3,1.3,0,0,0,0,2.6,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,2.6,1.3,7.79,0,0,5.19,0,2.6,0,0,6.49,3.9,0,0,0,0,0,0,16.88,2.6,9.09,0,0,0,5.19
A,"I've never met or met Korean-Chinese, so I can't say what it is like, but the news sometimes involves Korean-Chinese in violent crimes. But I'm a little worried that it might be framed as a very Korean-Chinese = violent crime.",1,39,2.03,1,81.58,2.7,19.5,20.51,89.74,76.92,58.97,17.95,7.69,7.69,0,0,0,0,10.26,10.26,7.69,0,7.69,15.38,7.69,12.82,5.13,23.08,10.26,2.56,0,0,0,0,20.51,2.56,17.95,0,0,2.56,7.69,0,10.26,0,12.82,5.13,7.69,7.69,0,7.69,2.56,5.13,0,0,10.26,10.26,0,0,0,0,5.13,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,0,0,2.56,0,0,0,5.13,7.69,7.69,2.56,0,0,0,0,0,28.21,5.13,5.13,0,0,7.69,10.26
A,"Koreans are still strangers. Korean-Chinese people are also dangerous from a crime prevention standpoint, and you have to be careful at all times. So my opinion is negative. But on the other hand, there is a problem in that people who come out too negatively about movies or media also instill prejudice and distrust in people. think",1,57,22.98,21.77,80.24,1,11.4,24.56,91.23,68.42,59.65,7.02,5.26,1.75,0,1.75,0,0,1.75,12.28,5.26,0,14.04,10.53,14.04,12.28,1.75,15.79,7.02,1.75,0,0,0,0,12.28,1.75,10.53,3.51,0,0,1.75,0,5.26,0,7.02,0,7.02,1.75,0,1.75,0,0,0,0,5.26,1.75,0,0,0,1.75,0,3.51,0,0,0,0,3.51,0,3.51,0,1.75,1.75,0,0,0,0,1.75,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,7.02,0,10.53,8.77,0,1.75,8.77,0,0,0,1.75,0,7.02,3.51,0,0,0,0,0,12.28,7.02,3.51,0,0,0,1.75
A,"think it's the middle entry. I think that one or two violent crimes in ten people create prejudice against Korean-Chinese people. As there are many movies and dramas that make people have such prejudice, I think that if the media deals with the good as well as the bad, the prejudice will naturally disappear. comments are against.",1,57,57.59,3.34,80.24,20.23,14.25,17.54,91.23,73.68,57.89,10.53,3.51,3.51,0,0,0,0,7.02,22.81,8.77,5.26,12.28,8.77,5.26,10.53,0,19.3,7.02,7.02,1.75,0,1.75,0,14.04,0,14.04,5.26,1.75,0,3.51,0,7.02,0,7.02,3.51,3.51,5.26,1.75,3.51,0,1.75,0,0,5.26,5.26,0,0,0,5.26,0,0,0,0,0,0,1.75,0,1.75,0,3.51,1.75,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,10.53,7.02,0,0,7.02,0,0,0,0,0,5.26,1.75,0,0,0,0,0,14.04,7.02,3.51,0,0,1.75,1.75
A,"There are many movies and dramas about Korean-Chinese crimes, so it seems that such a prejudice has arisen. I met a Korean-Chinese friend, and he was just like a normal person enough to break my prejudices. However, whenever there is a case of a violent crime such as organ trafficking by Korean-Chinese, the perception of Korean-Chinese seems to spread to the perception of the entire Korean-Chinese.",1,66,78.71,31.58,29.49,20.23,22,19.7,87.88,68.18,59.09,7.58,4.55,3.03,0,0,1.52,0,3.03,21.21,12.12,0,15.15,6.06,10.61,9.09,0,10.61,7.58,4.55,0,0,0,0,7.58,0,7.58,6.06,0,0,3.03,0,1.52,0,3.03,1.52,1.52,1.52,0,1.52,0,1.52,0,0,7.58,4.55,0,0,0,3.03,0,3.03,0,0,0,1.52,7.58,0,7.58,0,1.52,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,3.03,7.58,0,0,4.55,0,0,0,1.52,3.03,7.58,0,0,0,0,0,0,18.18,4.55,6.06,0,0,0,7.58
A,"Rather than the Korean-Chinese problem, the individual is a problem. Do you call it a violent crime because Koreans are Korean-Chinese? Although there are parts that make me think that they are dangerous because they are Korean-Chinese, I think that the aspect that Korean-Chinese is the culprit of violent crime itself is wrong. The perception that Korean-Chinese are the culprits of violent crimes is an unfounded prejudice.",1,67,28.93,31.7,19.76,1,16.75,31.34,89.55,71.64,58.21,17.91,7.46,2.99,0,1.49,0,2.99,10.45,20.9,13.43,0,4.48,14.93,2.99,5.97,0,19.4,7.46,1.49,0,0,0,0,17.91,0,17.91,4.48,4.48,0,0,0,4.48,0,7.46,0,7.46,4.48,0,4.48,0,4.48,0,0,10.45,4.48,0,0,0,2.99,1.49,4.48,0,0,0,0,8.96,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,2.99,2.99,0,0,1.49,0,0,0,0,0,14.93,0,0,0,0,0,0,16.42,4.48,2.99,1.49,0,0,7.46
A,"I think there should be no unconditional prejudice. Since there is a strong image of a single ethnic group, they think they are strangers and have such thoughts, but if you are concerned rather than prejudice in a state that has already entered a lot of depth, it is not possible to prevent them from entering, so it would be better to take measures.",1,64,15.97,31.33,75.23,69.4,32,18.75,93.75,82.81,67.19,12.5,7.81,1.56,0,1.56,0,4.69,4.69,14.06,6.25,1.56,12.5,15.63,7.81,9.38,3.13,23.44,7.81,7.81,3.13,0,1.56,1.56,21.88,1.56,20.31,4.69,1.56,3.13,3.13,0,6.25,0,4.69,3.13,0,1.56,0,0,0,0,0,0,10.94,3.13,0,0,0,3.13,0,7.81,0,0,0,0,1.56,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,1.56,0,6.25,10.94,0,3.13,6.25,1.56,0,0,3.13,3.13,7.81,0,0,0,0,0,0,9.38,3.13,6.25,0,0,0,0
A,"Although Korean-Chinese are not the origins of violent crimes, I think it is true that they cause some violent crime. In the case of Oh Won-Chun, the body was damaged, and just seeing such a thing made the perception of Korean-Chinese worse and it was terrifying. Koreans feel more like Chinese than Koreans, and I hate it even more as a woman when something is scary and uncomfortable. In particular, I think that the Korean judgment is so blunt that the Korean-Chinese are more active and crimes follow one after another.",1,91,37.17,7.93,54.07,1,22.75,20.88,91.21,79.12,59.34,14.29,4.4,3.3,0,0,0,1.1,9.89,19.78,8.79,1.1,9.89,7.69,4.4,12.09,1.1,15.38,14.29,6.59,0,0,0,0,15.38,0,15.38,4.4,3.3,0,1.1,0,5.49,0,7.69,0,7.69,6.59,0,6.59,2.2,3.3,0,0,2.2,0,0,0,0,0,0,2.2,0,0,1.1,0,7.69,0,7.69,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.49,0,0,2.2,1.1,0,1.1,3.3,3.3,6.59,0,1.1,0,0,1.1,0,14.29,4.4,5.49,0,0,0,4.4
A,"Since there are definitely violent criminals among native Koreans, it is an unfounded prejudice to conclude that Korean-Chinese are the culprits of violent crimes. If the rate of violent crime among Korean-Chinese is significantly high, I think it would be more constructive to find out the cause and find improvements.",1,50,74.19,19.67,75.94,1,25,30,90,76,56,8,2,2,0,0,0,0,6,12,8,0,16,12,6,6,0,18,14,4,2,0,2,0,18,0,18,8,4,2,2,2,2,0,8,2,6,6,0,6,0,6,0,0,4,4,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,10,0,0,0,2,0,8,0,0,0,0,0,0,12,4,4,0,0,0,4
A,"Although it is said that the Korean-Chinese are the culprits of violent crimes, it is true that among the few incidents that have occurred so far, the crimes involving the Korean-Chinese are very cruel or have bizarre methods. The image of Korean-Chinese that we encounter through movies and media is also not good, and such things have an effect on the image of the Korean-Chinese hardened, but it seems that it is also based on facts or because there are many related incidents.",1,83,25.36,16.42,18.86,1,41.5,21.69,87.95,73.49,63.86,13.25,1.2,0,1.2,0,0,0,12.05,20.48,10.84,0,8.43,12.05,6.02,12.05,1.2,15.66,8.43,2.41,1.2,1.2,0,0,15.66,0,14.46,3.61,3.61,0,3.61,0,6.02,0,4.82,0,4.82,3.61,1.2,2.41,0,2.41,0,0,4.82,3.61,0,0,1.2,1.2,1.2,1.2,0,0,0,0,4.82,0,4.82,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.61,6.02,0,0,3.61,2.41,0,0,0,1.2,9.64,0,0,0,0,0,0,12.05,2.41,4.82,0,0,0,4.82
A,"In any country, there is a sense of resistance towards the race and culture of people from other countries. Crimes happen anywhere, and it's a part of personal qualities between people, not race, but it's a pity that it's a part that cannot be ignored in movies or in the media to say that everything is like that.",1,58,68.11,1,92,5.8,29,18.97,89.66,75.86,65.52,13.79,0,0,0,0,0,0,13.79,20.69,10.34,0,18.97,12.07,3.45,6.9,3.45,17.24,3.45,3.45,3.45,0,0,3.45,18.97,1.72,17.24,1.72,0,1.72,5.17,0,12.07,0,1.72,0,1.72,1.72,0,0,0,0,0,0,8.62,3.45,0,0,0,0,1.72,1.72,0,0,0,0,0,0,0,0,1.72,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,17.24,1.72,0,13.79,0,0,1.72,0,1.72,10.34,0,0,0,0,0,0,15.52,3.45,6.9,0,0,5.17,0
A,"It is true that many crimes are taking place by Korean-Chinese, including on Jeju Island. Strong punishment for criminals is required, and preventive measures are needed at the government level to prevent this from happening. More police should be deployed in dangerous areas such as Daelim so as not to harm the citizens of the country.",1,56,89.52,30.13,1.04,1,18.67,25,87.5,66.07,53.57,5.36,0,0,0,0,0,0,5.36,14.29,5.36,0,21.43,10.71,1.79,7.14,1.79,16.07,10.71,3.57,5.36,0,0,5.36,7.14,0,7.14,0,0,3.57,0,0,1.79,0,7.14,1.79,5.36,0,0,0,0,0,0,0,7.14,3.57,0,0,0,1.79,0,1.79,0,0,0,0,5.36,3.57,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,1.79,0,0,0,0,7.14,0,3.57,7.14,0,0,7.14,0,0,0,0,1.79,7.14,0,0,0,0,0,0,10.71,5.36,3.57,0,0,0,1.79
A,"The Korean-Chinese are our compatriots, but they don't think so. They consider themselves to be one of the minority ethnic groups in China. For example, if you play soccer with China, they cheer for China. In the process of coming to this land and enjoying wealth, it seems that they are particularly involved in crimes such as voice ping. There are hard-working Korean-Chinese, but I think they are at the forefront of violent crimes even if they are not the culprits.",1,81,44.1,68.86,69.87,58.91,16.2,18.52,83.95,69.14,61.73,16.05,12.35,1.23,1.23,1.23,0,8.64,3.7,12.35,6.17,1.23,16.05,8.64,4.94,8.64,2.47,14.81,1.23,1.23,4.94,1.23,1.23,2.47,11.11,0,11.11,4.94,0,0,3.7,0,6.17,0,4.94,3.7,1.23,3.7,2.47,1.23,0,1.23,0,0,12.35,0,0,0,0,0,0,12.35,0,0,0,0,3.7,0,3.7,0,4.94,2.47,0,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,1.23,7.41,0,0,0,0,0,8.64,0,0,0,0,0,0,17.28,6.17,6.17,0,0,1.23,3.7
